CustomerID,BillingMonth,TotalConsumption,TotalAmount,PaymentStatus
1868,2023-12-01,688.88,137.72,Unpaid
1869,2024-11-01,438.43,67.0,Unpaid
1869,2024-10-01,694.36,100.1,Paid
1869,2024-09-01,841.09,162.26,Paid
1869,2024-08-01,747.37,90.1,Unpaid
1869,2024-07-01,557.09,69.51,Unpaid
1869,2024-06-01,213.08,35.55,Unpaid
1869,2024-05-01,560.97,95.17,Paid
1869,2024-04-01,951.51,142.23,Unpaid
1869,2024-03-01,380.59,50.74,Paid
1869,2024-02-01,621.8,96.14,Paid
1869,2024-01-01,608.86,88.06,Unpaid
1869,2023-12-01,757.53,94.64,Paid
1870,2024-11-01,973.94,125.75,Paid
1870,2024-10-01,875.45,131.73,Paid
1870,2024-09-01,317.85,62.86,Paid
1870,2024-08-01,478.74,80.61,Unpaid
1870,2024-07-01,664.19,110.65,Paid
1870,2024-06-01,737.4,108.04,Unpaid
1870,2024-05-01,670.13,91.9,Unpaid
1870,2024-04-01,358.74,59.33,Unpaid
1870,2024-03-01,563.55,69.55,Paid
1870,2024-02-01,463.5,81.55,Unpaid
1870,2024-01-01,526.14,96.1,Paid
1870,2023-12-01,551.11,67.4,Unpaid
1871,2024-11-01,535.97,86.46,Unpaid
1871,2024-10-01,373.94,50.93,Unpaid
1871,2024-09-01,713.37,99.16,Paid
1871,2024-08-01,553.65,84.99,Paid
1871,2024-07-01,492.8,68.24,Paid
1871,2024-06-01,638.05,115.57,Unpaid
1871,2024-05-01,785.35,151.55,Paid
1871,2024-04-01,565.17,94.73,Paid
1871,2024-03-01,446.36,72.61,Paid
1871,2024-02-01,338.01,66.32,Paid
1871,2024-01-01,221.19,38.02,Unpaid
1871,2023-12-01,678.15,118.14,Unpaid
1872,2024-11-01,578.96,72.09,Unpaid
1872,2024-10-01,427.03,53.11,Paid
1872,2024-09-01,921.32,127.43,Unpaid
1872,2024-08-01,672.17,109.99,Unpaid
1872,2024-07-01,498.41,91.39,Unpaid
1872,2024-06-01,841.97,145.48,Unpaid
1872,2024-05-01,731.34,130.83,Unpaid
1872,2024-04-01,464.7,78.16,Paid
1872,2024-03-01,925.13,181.26,Paid
1872,2024-02-01,902.5,159.99,Unpaid
1872,2024-01-01,862.25,120.21,Paid
1872,2023-12-01,215.06,33.33,Unpaid
1873,2024-11-01,629.25,104.64,Paid
1873,2024-10-01,776.22,105.53,Paid
1873,2024-09-01,375.31,74.88,Unpaid
1873,2024-08-01,951.93,164.69,Unpaid
1873,2024-07-01,582.39,99.91,Paid
1873,2024-06-01,537.05,83.54,Unpaid
1873,2024-05-01,233.14,30.94,Unpaid
1873,2024-04-01,285.17,36.79,Paid
1873,2024-03-01,335.34,46.97,Unpaid
1873,2024-02-01,633.17,112.81,Paid
1873,2024-01-01,658.44,105.58,Paid
1873,2023-12-01,987.57,159.69,Paid
1874,2024-11-01,793.48,135.76,Paid
1874,2024-10-01,974.77,164.33,Paid
1874,2024-09-01,661.82,95.58,Paid
1874,2024-08-01,762.2,121.55,Unpaid
1874,2024-07-01,982.49,151.89,Unpaid
1874,2024-06-01,253.68,34.98,Unpaid
1874,2024-05-01,367.16,54.3,Unpaid
1874,2024-04-01,666.52,80.24,Paid
1874,2024-03-01,265.1,48.11,Paid
1874,2024-02-01,499.73,66.42,Paid
1874,2024-01-01,269.57,53.9,Paid
1874,2023-12-01,326.77,54.2,Paid
1875,2024-11-01,594.19,91.23,Paid
1875,2024-10-01,450.35,58.98,Paid
1875,2024-09-01,747.86,144.37,Paid
1875,2024-08-01,238.87,29.05,Paid
1875,2024-07-01,359.9,68.87,Paid
1875,2024-06-01,994.25,140.66,Unpaid
1875,2024-05-01,299.6,37.57,Paid
1875,2024-04-01,944.22,167.03,Paid
1875,2024-03-01,462.2,76.61,Unpaid
1875,2024-02-01,993.77,172.32,Paid
1875,2024-01-01,502.39,91.2,Paid
1875,2023-12-01,777.64,129.95,Paid
1876,2024-11-01,527.39,75.89,Unpaid
1876,2024-10-01,220.04,27.65,Unpaid
1876,2024-09-01,817.59,130.69,Paid
1876,2024-08-01,770.39,138.58,Unpaid
1876,2024-07-01,822.34,128.18,Unpaid
1876,2024-06-01,576.33,109.77,Unpaid
1876,2024-05-01,408.9,55.96,Paid
1876,2024-04-01,258.93,47.32,Unpaid
1876,2024-03-01,775.81,99.71,Unpaid
1876,2024-02-01,303.7,40.94,Unpaid
1876,2024-01-01,634.17,112.05,Unpaid
1876,2023-12-01,920.99,128.81,Paid
1877,2024-11-01,221.86,35.92,Unpaid
1877,2024-10-01,287.54,45.51,Paid
1877,2024-09-01,467.55,62.37,Paid
1877,2024-08-01,392.83,49.02,Paid
1877,2024-07-01,532.37,72.24,Paid
1877,2024-06-01,961.12,175.33,Unpaid
1877,2024-05-01,290.98,58.01,Paid
1877,2024-04-01,720.02,128.0,Unpaid
1877,2024-03-01,234.66,32.27,Paid
1877,2024-02-01,916.78,164.18,Unpaid
1877,2024-01-01,620.23,109.58,Paid
1877,2023-12-01,943.62,179.86,Paid
1878,2024-11-01,409.47,78.27,Unpaid
1878,2024-10-01,338.41,42.33,Unpaid
1878,2024-09-01,425.14,61.27,Unpaid
1878,2024-08-01,587.81,102.74,Paid
1878,2024-07-01,800.09,131.26,Paid
1878,2024-06-01,399.87,66.97,Paid
1878,2024-05-01,628.17,78.93,Paid
1878,2024-04-01,956.75,182.71,Paid
1878,2024-03-01,322.02,39.83,Unpaid
1878,2024-02-01,429.23,69.57,Unpaid
1878,2024-01-01,637.47,78.5,Unpaid
1878,2023-12-01,355.83,51.65,Paid
1879,2024-11-01,861.12,155.96,Unpaid
1879,2024-10-01,217.53,41.85,Unpaid
1879,2024-09-01,258.58,44.85,Unpaid
1879,2024-08-01,267.65,32.74,Paid
1879,2024-07-01,541.99,104.0,Paid
1879,2024-06-01,786.38,155.93,Paid
1879,2024-05-01,237.42,47.14,Paid
1879,2024-04-01,997.23,183.85,Paid
1879,2024-03-01,208.76,27.16,Paid
1879,2024-02-01,414.03,79.52,Paid
1879,2024-01-01,294.12,58.52,Unpaid
1879,2023-12-01,528.4,91.69,Unpaid
1880,2024-11-01,543.43,78.61,Unpaid
1880,2024-10-01,310.27,42.18,Paid
1880,2024-09-01,377.36,72.92,Unpaid
1880,2024-08-01,873.85,128.83,Unpaid
1880,2024-07-01,271.57,49.74,Paid
1880,2024-06-01,572.81,104.99,Paid
1880,2024-05-01,314.3,59.68,Unpaid
1880,2024-04-01,455.82,55.25,Unpaid
1880,2024-03-01,861.78,108.49,Unpaid
1880,2024-02-01,922.55,131.57,Paid
1880,2024-01-01,328.28,58.87,Unpaid
1880,2023-12-01,422.4,72.84,Paid
1881,2024-11-01,206.56,36.81,Unpaid
1881,2024-10-01,852.36,130.81,Unpaid
1881,2024-09-01,408.47,67.97,Unpaid
1881,2024-08-01,716.06,127.15,Unpaid
1881,2024-07-01,733.92,121.93,Unpaid
1881,2024-06-01,840.57,113.05,Unpaid
1881,2024-05-01,626.09,116.29,Unpaid
1881,2024-04-01,933.74,139.69,Paid
1881,2024-03-01,665.54,92.87,Paid
1881,2024-02-01,608.65,118.71,Paid
1881,2024-01-01,495.64,85.57,Paid
1881,2023-12-01,225.89,34.55,Paid
1882,2024-11-01,789.99,154.54,Unpaid
1882,2024-10-01,959.53,117.08,Paid
1882,2024-09-01,498.24,74.99,Paid
1882,2024-08-01,365.34,67.3,Unpaid
1882,2024-07-01,659.18,126.79,Paid
1882,2024-06-01,211.94,32.89,Unpaid
1882,2024-05-01,700.6,126.96,Unpaid
1882,2024-04-01,228.44,36.61,Paid
1882,2024-03-01,632.27,123.49,Paid
1882,2024-02-01,945.8,114.35,Unpaid
1882,2024-01-01,986.87,166.36,Unpaid
1882,2023-12-01,407.64,75.0,Paid
1883,2024-11-01,588.96,96.15,Paid
1883,2024-10-01,723.91,107.47,Paid
1883,2024-09-01,557.28,90.04,Unpaid
1883,2024-08-01,593.97,113.16,Paid
1883,2024-07-01,596.03,77.4,Paid
1883,2024-06-01,480.67,85.28,Paid
1883,2024-05-01,463.49,63.53,Paid
1883,2024-04-01,459.89,55.46,Paid
1883,2024-03-01,211.52,26.92,Unpaid
1883,2024-02-01,794.05,127.06,Unpaid
1883,2024-01-01,696.12,124.8,Paid
1883,2023-12-01,866.0,123.86,Paid
1884,2024-11-01,362.08,65.21,Paid
1884,2024-10-01,310.02,59.03,Unpaid
1884,2024-09-01,841.3,125.92,Unpaid
1884,2024-08-01,764.95,143.12,Paid
1884,2024-07-01,296.01,45.1,Paid
1884,2024-06-01,272.22,50.02,Unpaid
1884,2024-05-01,612.87,92.45,Unpaid
1884,2024-04-01,568.52,97.61,Unpaid
1884,2024-03-01,438.74,67.48,Unpaid
1884,2024-02-01,508.31,93.44,Unpaid
1884,2024-01-01,410.73,52.46,Unpaid
1884,2023-12-01,318.16,53.98,Unpaid
1885,2024-11-01,484.15,86.96,Paid
1885,2024-10-01,855.77,159.69,Paid
1885,2024-09-01,418.56,57.04,Unpaid
1885,2024-08-01,816.45,107.23,Unpaid
1885,2024-07-01,640.25,128.03,Unpaid
1885,2024-06-01,845.95,131.21,Paid
1885,2024-05-01,900.02,156.36,Paid
1885,2024-04-01,554.95,107.86,Paid
1885,2024-03-01,422.02,80.72,Unpaid
1885,2024-02-01,897.86,120.54,Paid
1885,2024-01-01,347.62,53.04,Unpaid
1885,2023-12-01,342.5,62.72,Paid
1886,2024-11-01,207.65,33.18,Paid
1886,2024-10-01,419.67,81.08,Paid
1886,2024-09-01,911.27,148.03,Unpaid
1886,2024-08-01,864.94,116.53,Paid
1886,2024-07-01,849.76,132.02,Paid
1886,2024-06-01,797.24,133.33,Paid
1886,2024-05-01,868.36,122.91,Unpaid
1886,2024-04-01,948.44,185.92,Paid
1886,2024-03-01,559.71,75.22,Unpaid
1886,2024-02-01,571.01,98.29,Unpaid
1886,2024-01-01,745.93,124.52,Paid
1886,2023-12-01,282.22,50.91,Paid
1887,2024-11-01,912.06,134.34,Paid
1887,2024-10-01,656.88,96.01,Unpaid
1887,2024-09-01,201.37,35.65,Paid
1887,2024-08-01,251.7,36.14,Unpaid
1887,2024-07-01,330.42,60.31,Unpaid
1887,2024-06-01,808.54,159.03,Unpaid
1887,2024-05-01,326.95,59.47,Unpaid
1887,2024-04-01,225.53,43.34,Unpaid
1887,2024-03-01,937.7,178.0,Paid
1887,2024-02-01,511.3,78.92,Paid
1887,2024-01-01,724.46,130.72,Unpaid
1887,2023-12-01,424.79,74.38,Unpaid
1888,2024-11-01,975.48,179.45,Unpaid
1888,2024-10-01,941.09,131.23,Unpaid
1888,2024-09-01,917.54,166.82,Paid
1888,2024-08-01,266.48,44.28,Unpaid
1888,2024-07-01,215.71,41.32,Unpaid
1888,2024-06-01,958.2,161.29,Paid
1888,2024-05-01,606.59,102.33,Paid
1888,2024-04-01,512.88,89.58,Paid
1888,2024-03-01,396.25,58.51,Unpaid
1888,2024-02-01,439.17,70.82,Unpaid
1888,2024-01-01,491.55,75.53,Paid
1888,2023-12-01,647.38,105.88,Paid
1889,2024-11-01,735.45,122.76,Paid
1889,2024-10-01,291.27,37.85,Paid
1889,2024-09-01,254.5,38.1,Unpaid
1889,2024-08-01,788.52,155.37,Paid
1889,2024-07-01,452.46,59.95,Paid
1889,2024-06-01,580.19,83.18,Paid
1889,2024-05-01,620.96,102.68,Unpaid
1889,2024-04-01,411.97,60.67,Paid
1889,2024-03-01,225.32,36.01,Unpaid
1889,2024-02-01,853.52,118.57,Paid
1889,2024-01-01,559.76,69.93,Paid
1889,2023-12-01,778.6,145.13,Paid
1890,2024-11-01,829.94,144.4,Unpaid
1890,2024-10-01,850.74,108.03,Unpaid
1890,2024-09-01,722.11,107.52,Unpaid
1890,2024-08-01,984.41,177.07,Paid
1890,2024-07-01,409.06,59.7,Paid
1890,2024-06-01,395.06,47.53,Unpaid
1890,2024-05-01,556.46,76.34,Paid
1890,2024-04-01,523.27,66.5,Paid
1890,2024-03-01,698.63,103.8,Paid
1890,2024-02-01,239.4,44.87,Paid
1890,2024-01-01,261.77,43.82,Paid
1890,2023-12-01,593.67,103.73,Paid
1891,2024-11-01,470.5,73.45,Paid
1891,2024-10-01,307.77,37.0,Unpaid
1891,2024-09-01,219.71,32.1,Paid
1891,2024-08-01,549.07,67.16,Unpaid
1891,2024-07-01,978.58,125.11,Unpaid
1891,2024-06-01,591.44,79.38,Unpaid
1891,2024-05-01,335.57,45.37,Paid
1891,2024-04-01,355.66,68.43,Paid
1891,2024-03-01,677.75,112.36,Unpaid
1891,2024-02-01,927.92,143.62,Unpaid
1891,2024-01-01,335.66,53.5,Unpaid
1891,2023-12-01,251.77,30.63,Unpaid
1892,2024-11-01,775.86,94.95,Unpaid
1892,2024-10-01,877.21,119.0,Unpaid
1892,2024-09-01,745.15,135.61,Paid
1892,2024-08-01,961.45,159.31,Unpaid
1892,2024-07-01,633.2,79.05,Unpaid
1892,2024-06-01,823.7,145.34,Unpaid
1892,2024-05-01,236.52,40.53,Unpaid
1892,2024-04-01,640.92,98.07,Paid
1892,2024-03-01,291.07,44.15,Unpaid
1892,2024-02-01,835.67,106.93,Paid
1892,2024-01-01,869.54,139.88,Paid
1892,2023-12-01,233.19,45.09,Paid
1893,2024-11-01,674.45,115.89,Paid
1893,2024-10-01,623.23,82.57,Paid
1893,2024-09-01,755.79,145.85,Paid
1893,2024-08-01,904.95,169.93,Unpaid
1893,2024-07-01,587.12,93.58,Unpaid
1893,2024-06-01,438.29,71.92,Unpaid
1893,2024-05-01,716.01,111.53,Unpaid
1893,2024-04-01,226.92,31.37,Unpaid
1893,2024-03-01,997.32,162.0,Unpaid
1893,2024-02-01,911.8,177.68,Paid
1893,2024-01-01,596.85,89.9,Paid
1893,2023-12-01,778.87,107.22,Unpaid
1894,2024-11-01,956.58,124.3,Paid
1894,2024-10-01,477.54,64.52,Unpaid
1894,2024-09-01,271.17,45.53,Unpaid
1894,2024-08-01,726.12,102.02,Paid
1894,2024-07-01,726.62,120.19,Paid
1894,2024-06-01,758.97,128.27,Unpaid
1894,2024-05-01,745.8,125.27,Paid
1894,2024-04-01,745.34,101.67,Paid
1894,2024-03-01,279.04,39.59,Unpaid
1894,2024-02-01,254.41,49.11,Paid
1894,2024-01-01,790.75,118.31,Paid
1894,2023-12-01,437.62,74.59,Unpaid
1895,2024-11-01,458.06,66.7,Unpaid
1895,2024-10-01,466.64,70.37,Unpaid
1895,2024-09-01,744.27,147.07,Unpaid
1895,2024-08-01,300.22,36.33,Paid
1895,2024-07-01,353.41,58.61,Paid
1895,2024-06-01,478.83,95.02,Paid
1895,2024-05-01,548.4,72.29,Unpaid
1895,2024-04-01,688.89,90.28,Paid
1895,2024-03-01,974.05,132.82,Unpaid
1895,2024-02-01,369.16,60.51,Unpaid
1895,2024-01-01,820.81,160.52,Paid
1895,2023-12-01,958.33,189.4,Paid
1896,2024-11-01,218.82,29.74,Unpaid
1896,2024-10-01,437.62,77.05,Paid
1896,2024-09-01,415.63,72.09,Paid
1896,2024-08-01,472.94,70.96,Paid
1896,2024-07-01,904.35,178.81,Paid
1896,2024-06-01,801.41,118.63,Unpaid
1896,2024-05-01,239.0,38.66,Paid
1896,2024-04-01,327.46,60.95,Unpaid
1896,2024-03-01,814.77,162.48,Unpaid
1896,2024-02-01,883.98,159.31,Paid
1896,2024-01-01,915.77,166.3,Unpaid
1896,2023-12-01,701.52,98.34,Paid
1897,2024-11-01,890.44,124.32,Paid
1897,2024-10-01,310.44,51.29,Paid
1897,2024-09-01,972.86,176.06,Paid
1897,2024-08-01,922.83,148.64,Paid
1897,2024-07-01,936.38,175.86,Paid
1897,2024-06-01,736.72,142.61,Paid
1897,2024-05-01,418.53,69.11,Unpaid
1897,2024-04-01,413.75,54.28,Paid
1897,2024-03-01,258.4,43.55,Paid
1897,2024-02-01,613.49,100.35,Paid
1897,2024-01-01,261.28,46.3,Unpaid
1897,2023-12-01,955.96,122.37,Paid
1898,2024-11-01,868.53,162.14,Paid
1898,2024-10-01,950.79,137.54,Unpaid
1898,2024-09-01,690.46,110.66,Unpaid
1898,2024-08-01,477.28,67.14,Paid
1898,2024-07-01,720.76,111.0,Paid
1898,2024-06-01,482.6,88.84,Unpaid
1898,2024-05-01,462.46,76.06,Unpaid
1898,2024-04-01,759.43,135.15,Paid
1898,2024-03-01,270.24,39.32,Unpaid
1898,2024-02-01,888.64,123.59,Paid
1898,2024-01-01,614.56,107.94,Paid
1898,2023-12-01,207.61,27.04,Unpaid
1899,2024-11-01,668.97,126.59,Paid
1899,2024-10-01,607.35,98.48,Unpaid
1899,2024-09-01,414.75,55.26,Paid
1899,2024-08-01,367.34,64.72,Paid
1899,2024-07-01,508.71,97.17,Unpaid
1899,2024-06-01,583.11,76.46,Unpaid
1899,2024-05-01,715.13,133.94,Paid
1899,2024-04-01,491.87,88.36,Paid
1899,2024-03-01,535.81,78.95,Paid
1899,2024-02-01,958.91,190.17,Paid
1899,2024-01-01,994.22,188.13,Paid
1899,2023-12-01,348.79,52.22,Unpaid
1900,2024-11-01,243.64,39.7,Paid
1900,2024-10-01,220.15,30.73,Unpaid
1900,2024-09-01,549.2,71.81,Unpaid
1900,2024-08-01,605.63,116.86,Unpaid
1900,2024-07-01,819.19,123.93,Paid
1900,2024-06-01,581.02,90.29,Paid
1900,2024-05-01,437.5,57.04,Paid
1900,2024-04-01,463.16,69.74,Unpaid
1900,2024-03-01,587.29,108.21,Unpaid
1900,2024-02-01,520.83,101.27,Paid
1900,2024-01-01,219.48,38.7,Unpaid
1900,2023-12-01,972.45,167.92,Unpaid
1901,2024-11-01,239.77,31.99,Paid
1901,2024-10-01,936.42,149.36,Unpaid
1901,2024-09-01,767.53,142.7,Paid
1901,2024-08-01,452.46,80.96,Unpaid
1901,2024-07-01,837.56,118.17,Paid
1901,2024-06-01,442.44,71.98,Unpaid
1901,2024-05-01,844.65,160.15,Paid
1901,2024-04-01,554.51,67.27,Paid
1901,2024-03-01,483.38,63.41,Paid
1901,2024-02-01,335.12,55.27,Paid
1901,2024-01-01,769.75,110.42,Unpaid
1901,2023-12-01,824.55,150.42,Unpaid
1902,2024-11-01,895.59,173.91,Paid
1902,2024-10-01,535.55,98.26,Unpaid
1902,2024-09-01,803.32,128.62,Unpaid
1902,2024-08-01,908.76,132.36,Paid
1902,2024-07-01,502.46,89.05,Unpaid
1902,2024-06-01,893.06,161.01,Unpaid
1902,2024-05-01,962.05,142.62,Paid
1902,2024-04-01,440.26,53.31,Paid
1902,2024-03-01,276.51,44.84,Unpaid
1902,2024-02-01,419.55,64.03,Unpaid
1902,2024-01-01,625.21,121.66,Unpaid
1902,2023-12-01,386.43,66.18,Paid
1903,2024-11-01,914.09,129.05,Unpaid
1903,2024-10-01,694.37,88.0,Unpaid
1903,2024-09-01,488.16,75.7,Paid
1903,2024-08-01,332.75,51.85,Unpaid
1903,2024-07-01,480.89,71.09,Paid
1903,2024-06-01,549.11,67.27,Paid
1903,2024-05-01,375.15,48.32,Paid
1903,2024-04-01,621.95,83.48,Unpaid
1903,2024-03-01,659.68,107.58,Paid
1903,2024-02-01,857.85,145.35,Paid
1903,2024-01-01,248.69,39.78,Paid
1903,2023-12-01,688.0,109.08,Paid
1904,2024-11-01,376.21,69.16,Paid
1904,2024-10-01,595.32,89.56,Paid
1904,2024-09-01,580.47,109.52,Unpaid
1904,2024-08-01,400.99,67.13,Paid
1904,2024-07-01,957.29,137.24,Paid
1904,2024-06-01,213.64,29.43,Unpaid
1904,2024-05-01,244.69,44.57,Unpaid
1904,2024-04-01,829.24,150.99,Paid
1904,2024-03-01,635.88,116.12,Paid
1904,2024-02-01,755.08,136.5,Paid
1904,2024-01-01,617.98,109.72,Unpaid
1904,2023-12-01,719.76,126.22,Paid
1905,2024-11-01,608.81,104.01,Unpaid
1905,2024-10-01,370.75,66.01,Unpaid
1905,2024-09-01,819.54,150.03,Paid
1905,2024-08-01,706.2,105.76,Paid
1905,2024-07-01,873.85,115.27,Paid
1905,2024-06-01,740.72,107.45,Paid
1905,2024-05-01,673.55,101.61,Paid
1905,2024-04-01,697.47,103.79,Paid
1905,2024-03-01,207.87,41.06,Unpaid
1905,2024-02-01,318.97,57.24,Paid
1905,2024-01-01,227.15,39.29,Unpaid
1905,2023-12-01,720.55,101.5,Unpaid
1906,2024-11-01,794.84,130.73,Unpaid
1906,2024-10-01,675.11,108.73,Paid
1906,2024-09-01,771.81,135.69,Unpaid
1906,2024-08-01,958.62,130.76,Unpaid
1906,2024-07-01,885.28,140.45,Paid
1906,2024-06-01,924.26,154.01,Unpaid
1906,2024-05-01,873.65,109.89,Paid
1906,2024-04-01,591.58,78.8,Paid
1906,2024-03-01,784.47,146.43,Unpaid
1906,2024-02-01,823.04,103.83,Unpaid
1906,2024-01-01,276.64,33.59,Unpaid
1906,2023-12-01,459.71,69.41,Paid
1907,2024-11-01,746.89,134.87,Paid
1907,2024-10-01,350.7,59.57,Unpaid
1907,2024-09-01,402.13,70.11,Paid
1907,2024-08-01,933.14,157.41,Paid
1907,2024-07-01,647.22,89.58,Paid
1907,2024-06-01,413.24,76.39,Paid
1907,2024-05-01,613.22,99.29,Unpaid
1907,2024-04-01,692.38,109.46,Paid
1907,2024-03-01,902.45,148.89,Unpaid
1907,2024-02-01,709.98,97.69,Paid
1907,2024-01-01,446.06,64.42,Unpaid
1907,2023-12-01,750.27,92.86,Paid
1908,2024-11-01,882.33,142.41,Unpaid
1908,2024-10-01,587.6,103.51,Paid
1908,2024-09-01,206.16,32.64,Unpaid
1908,2024-08-01,912.5,126.97,Unpaid
1908,2024-07-01,367.53,65.13,Paid
1908,2024-06-01,213.42,36.89,Unpaid
1908,2024-05-01,388.53,60.37,Paid
1908,2024-04-01,743.37,119.19,Unpaid
1908,2024-03-01,204.45,39.66,Unpaid
1908,2024-02-01,852.39,124.26,Unpaid
1908,2024-01-01,277.64,46.1,Unpaid
1908,2023-12-01,566.84,87.38,Unpaid
1909,2024-11-01,559.84,75.38,Unpaid
1909,2024-10-01,312.4,43.14,Paid
1909,2024-09-01,513.75,63.0,Paid
1909,2024-08-01,757.64,128.11,Unpaid
1909,2024-07-01,408.94,56.05,Unpaid
1909,2024-06-01,737.91,132.99,Paid
1909,2024-05-01,585.74,97.58,Paid
1909,2024-04-01,441.0,85.25,Paid
1909,2024-03-01,287.3,49.02,Unpaid
1909,2024-02-01,891.76,113.83,Paid
1909,2024-01-01,984.93,171.33,Unpaid
1909,2023-12-01,609.8,80.72,Paid
1910,2024-11-01,365.12,52.43,Unpaid
1910,2024-10-01,501.86,89.33,Paid
1910,2024-09-01,407.46,53.37,Paid
1910,2024-08-01,501.61,89.12,Unpaid
1910,2024-07-01,889.69,172.26,Unpaid
1910,2024-06-01,448.57,54.06,Unpaid
1910,2024-05-01,438.64,80.99,Unpaid
1910,2024-04-01,582.67,107.91,Unpaid
1910,2024-03-01,906.81,145.46,Paid
1910,2024-02-01,842.38,158.51,Paid
1910,2024-01-01,205.78,30.94,Paid
1910,2023-12-01,431.97,53.27,Paid
1911,2024-11-01,258.9,35.9,Unpaid
1911,2024-10-01,433.77,86.37,Paid
1911,2024-09-01,321.5,54.95,Paid
1911,2024-08-01,815.8,98.49,Unpaid
1911,2024-07-01,429.2,77.98,Unpaid
1911,2024-06-01,621.84,112.58,Unpaid
1911,2024-05-01,430.33,75.51,Unpaid
1911,2024-04-01,648.44,113.09,Unpaid
1911,2024-03-01,530.22,78.26,Unpaid
1911,2024-02-01,223.56,40.41,Unpaid
1911,2024-01-01,303.59,39.25,Unpaid
1911,2023-12-01,839.89,115.54,Paid
1912,2024-11-01,520.78,89.48,Paid
1912,2024-10-01,528.17,74.94,Paid
1912,2024-09-01,358.94,70.82,Paid
1912,2024-08-01,742.8,142.89,Unpaid
1912,2024-07-01,308.81,50.82,Paid
1912,2024-06-01,388.49,53.74,Paid
1912,2024-05-01,627.38,79.21,Paid
1912,2024-04-01,714.65,135.19,Paid
1912,2024-03-01,253.18,43.61,Paid
1912,2024-02-01,533.07,92.46,Unpaid
1912,2024-01-01,717.16,91.64,Paid
1912,2023-12-01,715.52,98.07,Paid
1913,2024-11-01,826.43,144.83,Unpaid
1913,2024-10-01,534.85,102.1,Unpaid
1913,2024-09-01,431.11,66.58,Unpaid
1913,2024-08-01,294.3,39.66,Paid
1913,2024-07-01,912.49,159.86,Paid
1913,2024-06-01,929.85,161.73,Paid
1913,2024-05-01,797.06,116.79,Paid
1913,2024-04-01,942.91,140.16,Paid
1913,2024-03-01,545.58,92.88,Paid
1913,2024-02-01,851.76,123.63,Paid
1913,2024-01-01,395.01,62.42,Paid
1913,2023-12-01,688.86,110.54,Unpaid
1914,2024-11-01,533.75,81.82,Unpaid
1914,2024-10-01,852.33,136.79,Paid
1914,2024-09-01,387.95,52.13,Unpaid
1914,2024-08-01,253.53,45.32,Paid
1914,2024-07-01,658.15,94.99,Paid
1914,2024-06-01,831.34,144.83,Paid
1914,2024-05-01,553.07,110.08,Paid
1914,2024-04-01,419.88,76.02,Unpaid
1914,2024-03-01,829.11,155.91,Unpaid
1914,2024-02-01,357.51,63.83,Unpaid
1914,2024-01-01,981.69,190.48,Paid
1914,2023-12-01,521.77,97.02,Unpaid
1915,2024-11-01,422.4,67.78,Unpaid
1915,2024-10-01,472.76,77.17,Paid
1915,2024-09-01,345.58,48.24,Paid
1915,2024-08-01,890.9,139.87,Paid
1915,2024-07-01,353.69,46.76,Paid
1915,2024-06-01,810.1,112.37,Unpaid
1915,2024-05-01,984.0,135.94,Unpaid
1915,2024-04-01,700.14,87.14,Paid
1915,2024-03-01,401.38,59.52,Paid
1915,2024-02-01,754.59,109.2,Unpaid
1915,2024-01-01,498.74,66.04,Paid
1915,2023-12-01,228.06,42.56,Paid
1916,2024-11-01,452.17,59.61,Paid
1916,2024-10-01,555.21,90.58,Paid
1916,2024-09-01,701.97,127.22,Unpaid
1916,2024-08-01,698.86,98.27,Unpaid
1916,2024-07-01,490.59,66.42,Unpaid
1916,2024-06-01,621.06,123.26,Unpaid
1916,2024-05-01,616.68,122.43,Unpaid
1916,2024-04-01,800.13,151.9,Paid
1916,2024-03-01,720.01,116.28,Paid
1916,2024-02-01,434.83,81.97,Unpaid
1916,2024-01-01,354.76,63.93,Paid
1916,2023-12-01,565.28,75.86,Paid
1917,2024-11-01,554.27,75.67,Unpaid
1917,2024-10-01,588.35,113.59,Paid
1917,2024-09-01,809.37,123.69,Unpaid
1917,2024-08-01,338.58,42.0,Unpaid
1917,2024-07-01,866.19,130.67,Unpaid
1917,2024-06-01,583.12,83.54,Unpaid
1917,2024-05-01,629.75,101.17,Paid
1917,2024-04-01,652.15,93.93,Unpaid
1917,2024-03-01,993.34,137.69,Paid
1917,2024-02-01,828.9,163.67,Unpaid
1917,2024-01-01,959.15,163.96,Paid
1917,2023-12-01,644.03,89.15,Unpaid
1918,2024-11-01,288.37,35.99,Paid
1918,2024-10-01,546.7,106.19,Unpaid
1918,2024-09-01,214.41,40.48,Unpaid
1918,2024-08-01,471.54,78.7,Paid
1918,2024-07-01,580.8,79.9,Paid
1918,2024-06-01,202.47,37.81,Paid
1918,2024-05-01,359.26,65.03,Paid
1918,2024-04-01,601.79,85.93,Unpaid
1918,2024-03-01,920.43,123.74,Unpaid
1918,2024-02-01,493.69,69.12,Unpaid
1918,2024-01-01,466.47,63.38,Unpaid
1918,2023-12-01,848.76,138.56,Unpaid
1919,2024-11-01,457.16,72.16,Unpaid
1919,2024-10-01,314.51,58.04,Paid
1919,2024-09-01,377.76,47.34,Paid
1919,2024-08-01,560.73,99.78,Unpaid
1919,2024-07-01,804.36,154.92,Paid
1919,2024-06-01,276.55,48.62,Unpaid
1919,2024-05-01,973.75,179.75,Paid
